,Rating,Title,Review,Review_Date
206,4.0,About Finger Print Sensor,Simetimes the finger print senor is not working properly that's a major problem for this mobile phone,Reviewed in India 🇮🇳 on 28 October 2022
207,4.0,Camera Quality Sahi Nahi Hai,Camera Quality Sahi Nahi Hai,Reviewed in India 🇮🇳 on 4 November 2022
208,4.0,Super mobile,Mobile super good performance mostly branding oxygen OS camera quality,Reviewed in India 🇮🇳 on 28 October 2022
209,4.0,Good phone,Overall good,Reviewed in India 🇮🇳 on 2 November 2022
210,4.0,Not bad,"The media could not be loaded.
                



 Not bad",20 November 2022
211,4.0,Not bad,"Normal phone, not specified",30 October 2022
212,4.0,Good one,Thank Amazon ..it is good product,28 October 2022
213,4.0,nice product,nice product,27 October 2022
214,4.0,Vet,Netvark problem ati hye,3 November 2022
215,4.0,"Very nice camara clarity , call ete,,,,",😍👌,26 October 2022
216,4.0,Good,Good quality camera,29 October 2022
217,4.0,Oneplus Nord ce2 5g,There is only heating Ishu not much lettelOveral it is best mobile under 24999,25 October 2022
218,4.0,Allmost ok but finger in screen is best not side,Finger side  button not ok,27 October 2022
219,4.0,Good,Good,2 November 2022
220,4.0,Good....but not special .,Night photo,31 October 2022
221,4.0,Great,Very nice phoneSmooth in working,27 October 2022
222,4.0,Budget phone,Finger print ok. Camera quality average. Better if Amoled display provided. Good OS. Ram ok.,27 October 2022
223,4.0,Good,Good,31 October 2022
224,4.0,Suppp.,Good,4 November 2022
225,4.0,Exilent,Like,7 November 2022
226,4.0,Budget smartphone,"Other brands can give you more function, speed, camera quality than one plus nord 2ce in this budget",25 October 2022
227,4.0,Awesome Phone,This phone is very good if you all want to buy then buy it.,29 October 2022
228,4.0,Mind-blowing purchase....,Plus points- camera quality is good .. video recording is awesome.. fingerprint sensor stunning... Charging -supercool But..-points..Battery back up is too much disappointing...Camera quality is not as expected...,26 October 2022
229,4.0,Picture quality is good,Battery backup is good. Camera quality is good 👍. I like the product 👍.,4 November 2022
230,4.0,👍🏻,For daily use it good,4 November 2022
231,4.0,Phone was very good,"Phone was very good,But I don’t like delivering the phone , I ordered on 24th September 2022, can you guess when I get??!! 18th October 2022.",31 October 2022
232,4.0,Average phone.. not very influential,"Edited after one week.Drawbacks : 1. In-display fingerint is slow as compared to my previous vivo z1x phone.2. Apps crashing some times.3. Sometimes feeling touch issues.4*. Ghost touch experienced on top status bar.5. apps don't remain in background after sometimes , if you open they start again before beginning with fresh start. It is not acceptable with ""mutitasking smartphones"".Good At: 1. Flawless with screen 90hz refresh rate.2. Camera quality is good.3. Light and sleak phone. Feels premium in handNot a recommended buy.",27 September 2022
233,4.0,Nice product,"Cam quality and battery life is good, product is good.",24 October 2022
234,4.0,Very poor camera and display quality,Very poor camera and display quality,26 October 2022
235,4.0,Money vlue,It's okay not bad but it just okay,26 October 2022
236,4.0,Battery back up is less than 12 hours,"Those who use internet, frequently don't go for this product. Battery backup  only comes for 10 to 12 hrs.",25 October 2022
237,4.0,Nice product,Must buy premium phone of OnePlus if you can afford not the cheaper one. It is good to use brand power in lower price.,23 October 2022
238,4.0,Night me selfy photo achi nhi h,,29 October 2022
239,4.0,1+ is brand u can trust.,"Sometimes Speaker activated during call, or sometime video call activated otherwise phone is very good",25 October 2022
240,4.0,It's only a Budget deal with OnePlus. Everything is superb,"Camera Quality was superb, Phone Running very Smoothly & overally processer was too good u can buy it without any hesitation. But it don't feel like a OnePlus. It's only a Budget phone under 20k",Reviewed in India 🇮🇳 on 17 October 2022
241,4.0,Excellent,Good at price and reliable product,Reviewed in India 🇮🇳 on 22 October 2022
242,4.0,Nice mobile 📱,Nice mobile 📱,Reviewed in India 🇮🇳 on 24 October 2022
243,4.0,Very good,I like it.,Reviewed in India 🇮🇳 on 28 October 2022
244,4.0,Fit in Budget phone,"One plus is a well known brand to all, but the back camera is not as expected. Good price with cards offers. Overall as per my experience ,except back camera performance (3/5) it's a good choice for people looking for one plus experience under 20 k",Reviewed in India 🇮🇳 on 17 October 2022
245,4.0,Camera,Front camera is below average except of that everything is fabulous 😍 if brand value matters for you then go for it 👍,Reviewed in India 🇮🇳 on 22 October 2022
246,4.0,Best phone in budget,Best phone our budget,Reviewed in India 🇮🇳 on 27 October 2022
247,4.0,Value for money,"Less than 20k inr good product with very nice features, display and configuration..",Reviewed in India 🇮🇳 on 27 October 2022
248,4.0,Best Offer available,value for money,Reviewed in India 🇮🇳 on 27 October 2022
249,4.0,Very nice mobile and safe delivery,Very good product all are too good,Reviewed in India 🇮🇳 on 23 October 2022
250,4.0,Very good,Very good,Reviewed in India 🇮🇳 on 25 October 2022
251,4.0,Amazing phone in this range👌👌👌👌,,Reviewed in India 🇮🇳 on 26 October 2022
252,4.0,This phone is good,OnePlus is the good company this phone is batter for use mentioned following*Battery is good we cab use 24 hours normal use and 5 hours other like using fb YouTube*Camera fichar also little bit good*Finger print is also working properlyI want to suggest everyone use this phone once,Reviewed in India 🇮🇳 on 21 October 2022
253,4.0,Good charging,Nice phone,Reviewed in India 🇮🇳 on 28 October 2022
254,4.0,GOOD PHONE,All OK!,Reviewed in India 🇮🇳 on 28 October 2022
255,4.0,Good one,Every thing is good,Reviewed in India 🇮🇳 on 23 October 2022
256,4.0,Excellent,Very nice mobile,Reviewed in India 🇮🇳 on 22 October 2022
257,4.0,Good,Battery life is good,Reviewed in India 🇮🇳 on 25 October 2022
258,4.0,Good performing phone,It is a good to purchase product,Reviewed in India 🇮🇳 on 24 October 2022
259,4.0,Nice product,This phone is awesome,Reviewed in India 🇮🇳 on 22 October 2022
260,4.0,Ekadam phaadu mobile hai le lo,Bahut achcha hai 17000 mein pura Paisa vasul Ho Gaya meri jaan 🤟,Reviewed in India 🇮🇳 on 23 October 2022
261,4.0,"Decent mobile, display and oxygen OS i have liked very much.","Decent mobile, display and oxygen OS i have liked very much.",Reviewed in India 🇮🇳 on 22 October 2022
262,4.0,Excellent handset,Latest handset.Updated one. With all new features.Best in a .,Reviewed in India 🇮🇳 on 21 October 2022
263,4.0,Good phone,Nice,Reviewed in India 🇮🇳 on 27 October 2022
264,4.0,Nice phone,Nice,Reviewed in India 🇮🇳 on 24 October 2022
265,4.0,Good,Battery life super. Camera and sound quality super.,Reviewed in India 🇮🇳 on 28 October 2022
266,4.0,Nice,Nice,Reviewed in India 🇮🇳 on 29 October 2022
267,4.0,OnePlus,OnePlus,Reviewed in India 🇮🇳 on 26 October 2022
268,4.0,Value for money mobile,"Good value for money product, but please don’t expect the same camera quality as premium models of one plus.",Reviewed in India 🇮🇳 on 16 October 2022
269,4.0,Good product,Smooth working,Reviewed in India 🇮🇳 on 23 October 2022
270,4.0,Good budget phone,It has a premium look and good specs in budget phones. Better than MI. Good user interface.,18 October 2022
271,4.0,Good product..,I have use it for 2 week and did not find any issue so far..Worth to buy it.,29 October 2022
272,4.0,Good,Excellent,22 October 2022
273,4.0,Not up to the mark,Good phone but it’s is slightly overpriced,21 October 2022
274,4.0,Very nice product thankyou Amazon but delivery verry slowly,Very nice product thankyou Amazon but delivery verry slowly,22 October 2022
275,4.0,Better than MI phones,"I ordered this phone when I replaced my Samsung M series. Chise this over MI note 11 pro or some other models in 20K range.1. This phone is entry level in oneplus and gives you better phone experience than MI phones2. Battery is best, charging is also super fast3. Ultra light weight, very easy to carry and watch movies during travels4. Camera is okay! Could have better. Day time photos are best but night time are below average qualityOverall worth in 20k if you want premium brand!",26 September 2022
276,4.0,Good,Ok,25 October 2022
277,4.0,Looking wise good,Good experience,24 October 2022
278,4.0,Nice product,Nice,25 October 2022
279,4.0,Nice product,Camera quality is ok.Fingerprint is reader is little slow.Battery life will be known after a full day use.,17 October 2022
280,4.0,Very Nice,It's very nice phone in this amount,Reviewed in India 🇮🇳 on 20 October 2022
281,4.0,Good option for budget,Perfect ❤️,Reviewed in India 🇮🇳 on 23 October 2022
282,4.0,Good,Good,Reviewed in India 🇮🇳 on 27 October 2022
